State,CD #,County,"County Pop. in CD","% of CD in County"
VA,7,Nottoway,"15,853",2.20%
VA,7,Orange,"33,481",4.60%
VA,7,Powhatan,"28,046",3.90%
VA,7,Spotsylvania,"92,237",12.70%
VA,8,Arlington,"207,627",28.50%
VA,8,Fairfax,"367,441",50.50%
VA,8,Alexandria city,"139,966",19.20%
VA,8,Falls Church city,"12,332",1.70%
VA,9,Alleghany,"16,250",2.20%
VA,9,Bland,"6,824",0.90%
VA,9,Buchanan,"24,098",3.30%
VA,9,Carroll,"30,042",4.10%
VA,9,Craig,"5,190",0.70%
VA,9,Dickenson,"15,903",2.20%
VA,9,Floyd,"15,279",2.10%
VA,9,Giles,"17,286",2.40%
VA,9,Grayson,"15,533",2.10%
VA,9,Henry,"39,679",5.50%
VA,9,Lee,"25,587",3.50%
VA,9,Montgomery,"94,392",13.00%
VA,9,Patrick,"18,490",2.50%
VA,9,Pulaski,"34,872",4.80%
VA,9,Roanoke,"23,191",3.20%
VA,9,Russell,"28,897",4.00%
VA,9,Scott,"23,177",3.20%
VA,9,Smyth,"32,208",4.40%
VA,9,Tazewell,"45,078",6.20%
VA,9,Washington,"54,876",7.50%
VA,9,Wise,"41,452",5.70%
VA,9,Wythe,"29,235",4.00%
VA,9,Bristol city,"17,835",2.50%
VA,9,Covington city,"5,961",0.80%
VA,9,Galax city,"7,042",1.00%
VA,9,Martinsville city,"13,821",1.90%
VA,9,Norton city,"3,958",0.50%
VA,9,Radford city,"16,408",2.30%
VA,9,Salem city,"24,802",3.40%
VA,10,Clarke,"14,034",1.90%
VA,10,Fairfax,"186,406",25.60%
VA,10,Frederick,"78,305",10.80%
VA,10,Loudoun,"312,311",42.90%
VA,10,Prince William,"58,012",8.00%
VA,10,Manassas city,"37,821",5.20%
VA,10,Manassas Park city,"14,273",2.00%
VA,10,Winchester city,"26,203",3.60%
VA,11,Fairfax,"527,879",72.60%
VA,11,Prince William,"176,922",24.30%
VA,11,Fairfax city,"22,565",3.10%
VT,1,Addison,"36,821",5.90%
VT,1,Bennington,"37,125",5.90%
VT,1,Caledonia,"31,227",5.00%
VT,1,Chittenden,"156,545",25.00%
VT,1,Essex,"6,306",1.00%
VT,1,Franklin,"47,746",7.60%
VT,1,Grand Isle,"6,970",1.10%
VT,1,Lamoille,"24,475",3.90%
VT,1,Orange,"28,936",4.60%
VT,1,Orleans,"27,231",4.40%
VT,1,Rutland,"61,642",9.90%
VT,1,Washington,"59,534",9.50%
VT,1,Windham,"44,513",7.10%
VT,1,Windsor,"56,670",9.10%
WA,1,King,"263,865",39.20%
WA,1,Skagit,"50,523",7.50%
WA,1,Snohomish,"254,969",37.90%
WA,1,Whatcom,"102,973",15.30%
WA,2,Island,"78,506",11.70%
WA,2,San Juan,"15,769",2.30%
WA,2,Skagit,"66,378",9.90%
WA,2,Snohomish,"413,745",61.50%
WA,2,Whatcom,"98,167",14.60%
WA,3,Clark,"425,363",63.30%
WA,3,Cowlitz,"102,410",15.20%
WA,3,Klickitat,"20,318",3.00%
WA,3,Lewis,"75,455",11.20%
WA,3,Pacific,"20,920",3.10%
WA,3,Skamania,"11,066",1.60%
WA,3,Thurston,"12,938",1.90%
WA,3,Wahkiakum,"3,978",0.60%
WA,4,Adams,"18,728",2.80%
WA,4,Benton,"175,177",26.10%
WA,4,Douglas,"21,974",3.30%
WA,4,Franklin,"78,163",11.60%
WA,4,Grant,"89,120",13.30%
WA,4,Okanogan,"41,120",6.10%
WA,4,Walla Walla,"4,943",0.70%
WA,4,Yakima,"243,231",36.20%
WA,5,Asotin,"21,623",3.20%
WA,5,Columbia,"4,078",0.60%
WA,5,Ferry,"7,551",1.10%
WA,5,Garfield,"2,266",0.30%
WA,5,Lincoln,"10,570",1.60%
WA,5,Pend Oreille,"13,001",1.90%
WA,5,Spokane,"471,221",70.10%
WA,5,Stevens,"43,531",6.50%
WA,5,Walla Walla,"53,838",8.00%
WA,5,Whitman,"44,776",6.70%
WA,6,Clallam,"71,404",10.60%
WA,6,Grays Harbor,"72,797",10.80%
WA,6,Jefferson,"29,872",4.40%
WA,6,Kitsap,"251,133",37.30%
WA,6,Mason,"43,969",6.50%
WA,6,Pierce,"203,273",30.20%
WA,7,King,"627,813",93.40%
WA,7,Snohomish,"44,621",6.60%
WA,8,Chelan,"72,453",10.80%
WA,8,Douglas,"16,457",2.40%
WA,8,King,"389,516",57.90%
WA,8,Kittitas,"40,915",6.10%
WA,8,Pierce,"153,127",22.80%
WA,9,King,"650,055",96.70%
WA,9,Pierce,"22,426",3.30%
WA,10,Mason,"16,730",2.50%
WA,10,Pierce,"416,399",61.90%
WA,10,Thurston,"239,326",35.60%
WI,1,Kenosha,"166,426",23.40%
WI,1,Milwaukee,"91,640",12.90%
WI,1,Racine,"195,408",27.50%
WI,1,Rock,"80,559",11.30%
WI,1,Walworth,"91,002",12.80%
WI,1,Waukesha,"85,807",12.10%
WI,2,Dane,"488,073",68.70%
WI,2,Green,"36,842",5.20%
WI,2,Iowa,"23,687",3.30%
WI,2,Lafayette,"16,836",2.40%
WI,2,Richland,"3,688",0.50%
WI,2,Rock,"79,772",11.20%
WI,2,Sauk,"61,976",8.70%
WI,3,Adams,"20,875",2.90%
WI,3,Buffalo,"13,587",1.90%
WI,3,Chippewa,"36,398",5.10%
WI,3,Crawford,"16,644",2.30%
WI,3,Dunn,"43,857",6.20%
WI,3,Eau Claire,"98,736",13.90%
WI,3,Grant,"51,208",7.20%
WI,3,Jackson,"18,488",2.60%
WI,3,Juneau,"21,011",3.00%
WI,3,La Crosse,"114,638",16.10%
WI,3,Monroe,"40,004",5.60%
WI,3,Pepin,"7,469",1.10%
WI,3,Pierce,"41,019",5.80%
WI,3,Portage,"70,019",9.90%
WI,3,Richland,"14,333",2.00%
WI,3,Trempealeau,"28,816",4.10%
WI,3,Vernon,"29,773",4.20%
WI,3,Wood,"43,977",6.20%
WI,4,Milwaukee,"710,873",100.00%
WI,5,Columbia,3,0.00%
WI,5,Dodge,"36,500",5.10%
WI,5,Jefferson,"83,686",11.80%
WI,5,Milwaukee,"143,527",20.20%
WI,5,Walworth,"11,226",1.60%
WI,5,Washington,"131,887",18.60%
WI,5,Waukesha,"304,084",42.80%
WI,6,Columbia,"56,830",8.00%
WI,6,Dodge,"52,259",7.40%
WI,6,Fond du Lac,"101,633",14.30%
WI,6,Green Lake,"19,051",2.70%
WI,6,Manitowoc,"81,442",11.50%
WI,6,Marquette,"15,404",2.20%
WI,6,Milwaukee,"1,695",0.20%
WI,6,Ozaukee,"86,395",12.20%
WI,6,Sheboygan,"115,507",16.20%
WI,6,Waushara,"24,496",3.40%
WI,6,Winnebago,"156,153",22.00%
WI,7,Ashland,"16,157",2.30%
WI,7,Barron,"45,870",6.50%
WI,7,Bayfield,"15,014",2.10%
WI,7,Burnett,"15,457",2.20%
WI,7,Chippewa,"26,017",3.70%
WI,7,Clark,"34,690",4.90%
WI,7,Douglas,"44,159",6.20%
WI,7,Florence,"4,423",0.60%
WI,7,Forest,"9,304",1.30%
WI,7,Iron,"5,916",0.80%
WI,7,Jackson,"1,961",0.30%
WI,7,Juneau,"5,653",0.80%
WI,7,Langlade,"19,977",2.80%
WI,7,Lincoln,"28,743",4.00%
WI,7,Marathon,"134,063",18.90%
WI,7,Monroe,"4,669",0.70%
WI,7,Oneida,"35,998",5.10%
WI,7,Polk,"44,205",6.20%
WI,7,Price,"14,159",2.00%
WI,7,Rusk,"14,755",2.10%
WI,7,St. Croix,"84,345",11.90%
WI,7,Sawyer,"16,557",2.30%
WI,7,Taylor,"20,689",2.90%
WI,7,Vilas,"21,430",3.00%
WI,7,Washburn,"15,911",2.20%
WI,7,Wood,"30,772",4.30%
WI,8,Brown,"248,007",34.90%
WI,8,Calumet,"48,971",6.90%
WI,8,Door,"27,785",3.90%
WI,8,Kewaunee,"20,574",2.90%
WI,8,Marinette,"41,749",5.90%
WI,8,Menominee,"4,232",0.60%
WI,8,Oconto,"37,660",5.30%
WI,8,Outagamie,"176,695",24.90%
WI,8,Shawano,"41,949",5.90%
WI,8,Waupaca,"52,410",7.40%
WI,8,Winnebago,"10,841",1.50%
WV,1,Barbour,"16,589",2.70%
WV,1,Brooke,"24,069",3.90%
WV,1,Doddridge,"8,202",1.30%
WV,1,Gilmer,"8,693",1.40%
WV,1,Grant,"11,937",1.90%
WV,1,Hancock,"30,676",5.00%
WV,1,Harrison,"69,099",11.20%
WV,1,Marion,"56,418",9.20%
WV,1,Marshall,"33,107",5.40%
WV,1,Mineral,"28,212",4.60%
WV,1,Monongalia,"96,189",15.60%
WV,1,Ohio,"44,443",7.20%
WV,1,Pleasants,"7,605",1.20%
WV,1,Preston,"33,520",5.40%
WV,1,Ritchie,"10,449",1.70%
WV,1,Taylor,"16,895",2.70%
WV,1,Tucker,"7,141",1.20%
WV,1,Tyler,"9,208",1.50%
WV,1,Wetzel,"16,583",2.70%
WV,1,Wood,"86,956",14.10%
WV,2,Berkeley,"104,169",16.80%
WV,2,Braxton,"14,523",2.30%
WV,2,Calhoun,"7,627",1.20%
WV,2,Clay,"9,386",1.50%
WV,2,Hampshire,"23,964",3.90%
WV,2,Hardy,"14,025",2.30%
WV,2,Jackson,"29,211",4.70%
WV,2,Jefferson,"53,498",8.60%
WV,2,Kanawha,"193,063",31.10%
WV,2,Lewis,"16,372",2.60%
WV,2,Morgan,"17,541",2.80%
WV,2,Pendleton,"7,695",1.20%
WV,2,Putnam,"55,486",8.90%
WV,2,Randolph,"29,405",4.70%
WV,2,Roane,"14,926",2.40%
WV,2,Upshur,"24,254",3.90%
WV,2,Wirt,"5,717",0.90%
WV,3,Boone,"24,629",4.00%
WV,3,Cabell,"96,319",15.60%
WV,3,Fayette,"46,039",7.50%
WV,3,Greenbrier,"35,480",5.80%
WV,3,Lincoln,"21,720",3.50%
WV,3,Logan,"36,743",6.00%
WV,3,McDowell,"22,113",3.60%
WV,3,Mason,"27,324",4.40%
WV,3,Mercer,"62,264",10.10%
WV,3,Mingo,"26,839",4.40%
WV,3,Monroe,"13,502",2.20%
WV,3,Nicholas,"26,233",4.30%
WV,3,Pocahontas,"8,719",1.40%
WV,3,Raleigh,"78,859",12.80%
WV,3,Summers,"13,927",2.30%
WV,3,Wayne,"42,481",6.90%
WV,3,Webster,"9,154",1.50%
WV,3,Wyoming,"23,796",3.90%
WY,1,Albany,"36,299",6.40%
WY,1,Big Horn,"11,668",2.10%
WY,1,Campbell,"46,133",8.20%
WY,1,Carbon,"15,885",2.80%
WY,1,Converse,"13,833",2.50%
WY,1,Crook,"7,083",1.30%
WY,1,Fremont,"40,123",7.10%
WY,1,Goshen,"13,249",2.40%
WY,1,Hot Springs,"4,812",0.90%
WY,1,Johnson,"8,569",1.50%
WY,1,Laramie,"91,738",16.30%
WY,1,Lincoln,"18,106",3.20%
WY,1,Natrona,"75,450",13.40%
WY,1,Niobrara,"2,484",0.40%
WY,1,Park,"28,205",5.00%
WY,1,Platte,"8,667",1.50%
WY,1,Sheridan,"29,116",5.20%
WY,1,Sublette,"10,247",1.80%
WY,1,Sweetwater,"43,806",7.80%
WY,1,Teton,"21,294",3.80%
WY,1,Uinta,"21,118",3.70%
WY,1,Washakie,"8,533",1.50%
WY,1,Weston,"7,208",1.30%
